,0
0,-11.720000267028809
1,-11.550000190734863
2,-11.369999885559082
3,-10.859999656677246
4,-10.670000076293945
5,-10.039999961853027
6,-9.979999542236328
7,-9.90999984741211
8,-9.220000267028809
9,-8.949999809265137
10,-8.34000015258789
11,-8.119999885559082
12,-7.940000057220459
13,-6.309999942779541
