N,0,10,20,30,40,50,60,70,80,90,100,Unnamed: 12
2,1.0465890169143677,0.0061351656913757,0.0002957582473754,1.1920928955078125e-06,2.980232238769531e-07,1.9044753107877455e-07,2.500521758541652e-07,1.1920928955078125e-07,2.500521758541652e-07,2.500521758541652e-07,1.9044753107877455e-07,
3,4.704478575170673,3.394705964506305,0.5952150092714659,0.5678180919283262,0.8913217054003111,0.7512981162660948,0.7425127492540708,0.6967963443392149,0.6434070335024229,0.6420853005045286,0.681740270673596,
4,17.66352338847856,17.200873331393602,6.815080465670623,5.391053671252128,6.228984894152679,6.906363735836541,7.558480302732979,8.008113207217253,7.918900253172912,12.621536380697682,7.881854118701018,
5,95.85070947621246,102.33007404435936,59.413876452187495,60.87048432458703,49.46708257900666,44.6516821690045,49.524765879674966,49.12121022480288,45.40585197912644,47.89287622096414,43.92407518044397,
6,914.5605119421324,920.2580089570744,436.8822329234412,403.7598269654091,450.1230190993993,403.2117681552039,356.5976866485319,304.7635369608673,359.39952122474824,297.70167707163546,395.0062604524626,
