,0
132,-16.1299991607666
133,-14.550000190734863
134,-12.569999694824219
135,-12.569999694824219
136,-14.699999809265137
137,-11.369999885559082
138,-12.399999618530273
139,-13.09000015258789
140,-16.670000076293945
141,-12.569999694824219
142,-12.569999694824219
143,-14.680000305175781
144,-12.569999694824219
145,-12.569999694824219
146,-14.680000305175781
147,-17.84000015258789
148,-11.369999885559082
149,-11.369999885559082
150,-13.09000015258789
151,-12.399999618530273
152,-13.489999771118164
153,-13.489999771118164
154,-13.09000015258789
155,-13.489999771118164
156,-14.65999984741211
157,-15.829999923706055
158,-13.489999771118164
159,-11.369999885559082
160,-13.489999771118164
161,-11.369999885559082
162,-11.369999885559082
163,-16.670000076293945
164,-13.09000015258789
165,-11.369999885559082
166,-11.369999885559082
167,-12.399999618530273
168,-11.369999885559082
169,-15.65999984741211
170,-12.569999694824219
171,-12.569999694824219
172,-12.569999694824219
173,-13.489999771118164
174,-14.609999656677246
175,-13.489999771118164
176,-13.09000015258789
177,-16.670000076293945
178,-11.369999885559082
179,-15.829999923706055
180,-11.369999885559082
181,-13.09000015258789
182,-11.369999885559082
183,-17.299999237060547
184,-12.569999694824219
185,-12.569999694824219
186,-12.569999694824219
187,-12.569999694824219
188,-13.09000015258789
189,-12.399999618530273
190,-15.359999656677246
191,-13.489999771118164
192,-13.489999771118164
193,-11.369999885559082
194,-11.369999885559082
195,-12.399999618530273
196,-11.369999885559082
197,-15.359999656677246
198,-13.489999771118164
199,-13.510000228881836
200,-17.06999969482422
201,-17.299999237060547
202,-12.569999694824219
203,-16.360000610351562
204,-16.360000610351562
205,-12.569999694824219
206,-12.569999694824219
207,-12.569999694824219
208,-14.680000305175781
209,-13.489999771118164
210,-11.369999885559082
211,-11.369999885559082
212,-11.369999885559082
213,-13.489999771118164
214,-11.369999885559082
215,-11.369999885559082
216,-11.369999885559082
217,-15.029999732971191
218,-12.569999694824219
219,-12.569999694824219
220,-14.550000190734863
221,-12.399999618530273
222,-13.09000015258789
223,-12.399999618530273
224,-12.399999618530273
225,-13.09000015258789
226,-14.65999984741211
227,-13.489999771118164
228,-11.369999885559082
229,-16.530000686645508
230,-16.200000762939453
231,-14.550000190734863
232,-13.09000015258789
233,-14.609999656677246
234,-12.399999618530273
235,-14.699999809265137
236,-11.369999885559082
237,-11.369999885559082
238,-13.489999771118164
239,-13.489999771118164
240,-13.09000015258789
241,-11.369999885559082
242,-17.84000015258789
243,-16.200000762939453
244,-14.680000305175781
245,-14.550000190734863
246,-13.09000015258789
247,-17.84000015258789
248,-16.809999465942383
249,-12.399999618530273
250,-14.65999984741211
251,-11.369999885559082
252,-13.09000015258789
253,-11.369999885559082
254,-11.369999885559082
255,-11.369999885559082
256,-12.399999618530273
257,-13.489999771118164
258,-11.369999885559082
259,-12.399999618530273
260,-11.369999885559082
261,-11.369999885559082
262,-14.65999984741211
263,-13.489999771118164
264,-12.399999618530273
265,-11.369999885559082
266,-11.369999885559082
267,-12.399999618530273
268,-16.809999465942383
269,-17.18000030517578
270,-15.65999984741211
271,-11.369999885559082
272,-13.510000228881836
273,-13.489999771118164
274,-13.489999771118164
275,-11.369999885559082
276,-12.399999618530273
277,-13.09000015258789
278,-15.359999656677246
279,-17.84000015258789
280,-11.369999885559082
281,-11.369999885559082
282,-11.369999885559082
283,-12.399999618530273
284,-12.399999618530273
285,-12.399999618530273
286,-15.359999656677246
287,-13.510000228881836
288,-13.09000015258789
289,-11.369999885559082
290,-11.369999885559082
291,-13.510000228881836
292,-11.369999885559082
293,-13.489999771118164
294,-13.510000228881836
295,-13.09000015258789
296,-15.829999923706055
297,-14.65999984741211
298,-15.029999732971191
299,-11.369999885559082
300,-12.399999618530273
301,-13.489999771118164
302,-12.399999618530273
303,-14.550000190734863
304,-12.569999694824219
305,-12.569999694824219
306,-12.569999694824219
307,-16.530000686645508
308,-12.569999694824219
309,-12.569999694824219
310,-12.569999694824219
311,-12.569999694824219
312,-14.699999809265137
313,-18.530000686645508
314,-11.369999885559082
315,-13.09000015258789
316,-11.369999885559082
317,-13.489999771118164
318,-14.65999984741211
319,-11.369999885559082
320,-11.369999885559082
321,-13.09000015258789
322,-13.09000015258789
323,-11.369999885559082
324,-11.369999885559082
325,-13.510000228881836
326,-11.369999885559082
327,-13.489999771118164
328,-17.989999771118164
329,-13.489999771118164
330,-15.359999656677246
331,-14.65999984741211
332,-13.489999771118164
333,-11.369999885559082
334,-11.369999885559082
335,-13.489999771118164
336,-11.369999885559082
337,-15.949999809265137
338,-14.65999984741211
339,-15.359999656677246
340,-15.359999656677246
341,-11.369999885559082
342,-11.369999885559082
343,-15.65999984741211
344,-13.489999771118164
345,-13.09000015258789
346,-17.90999984741211
347,-12.569999694824219
348,-16.360000610351562
349,-16.1299991607666
350,-16.530000686645508
351,-13.489999771118164
352,-11.369999885559082
353,-11.369999885559082
354,-13.09000015258789
355,-12.399999618530273
356,-13.489999771118164
357,-11.369999885559082
358,-15.359999656677246
359,-11.369999885559082
360,-13.489999771118164
361,-15.829999923706055
362,-11.369999885559082
363,-13.489999771118164
364,-15.359999656677246
365,-15.65999984741211
366,-14.550000190734863
367,-12.569999694824219
368,-14.680000305175781
369,-12.569999694824219
370,-12.569999694824219
371,-14.550000190734863
372,-13.489999771118164
373,-14.609999656677246
374,-17.90999984741211
375,-16.389999389648438
376,-17.90999984741211
377,-13.489999771118164
378,-12.399999618530273
379,-13.489999771118164
380,-13.489999771118164
381,-16.1299991607666
382,-15.359999656677246
383,-11.369999885559082
384,-17.440000534057617
385,-13.09000015258789
386,-13.510000228881836
387,-16.530000686645508
388,-14.550000190734863
389,-12.569999694824219
390,-12.569999694824219
391,-14.680000305175781
392,-14.550000190734863
393,-16.020000457763672
394,-17.18000030517578
395,-15.029999732971191
396,-12.399999618530273
397,-14.65999984741211
398,-11.369999885559082
399,-12.399999618530273
400,-12.399999618530273
401,-12.399999618530273
402,-11.369999885559082
403,-13.510000228881836
404,-13.510000228881836
405,-13.09000015258789
406,-11.369999885559082
407,-13.09000015258789
408,-12.399999618530273
409,-14.65999984741211
410,-11.369999885559082
411,-12.399999618530273
412,-15.359999656677246
413,-15.359999656677246
414,-17.149999618530273
415,-11.369999885559082
416,-13.510000228881836
417,-12.399999618530273
418,-11.369999885559082
419,-11.369999885559082
420,-12.399999618530273
421,-12.399999618530273
422,-13.489999771118164
423,-12.399999618530273
424,-13.489999771118164
425,-12.399999618530273
426,-13.09000015258789
427,-14.680000305175781
428,-11.369999885559082
429,-15.829999923706055
430,-13.489999771118164
431,-13.489999771118164
432,-14.699999809265137
433,-13.09000015258789
434,-13.489999771118164
435,-13.489999771118164
436,-13.09000015258789
437,-12.399999618530273
438,-14.699999809265137
439,-13.09000015258789
440,-12.399999618530273
441,-11.369999885559082
442,-14.65999984741211
443,-12.399999618530273
444,-15.359999656677246
445,-13.489999771118164
446,-15.829999923706055
447,-17.149999618530273
448,-11.369999885559082
449,-12.399999618530273
450,-11.369999885559082
451,-11.369999885559082
452,-11.369999885559082
453,-12.399999618530273
454,-13.489999771118164
455,-13.510000228881836
456,-14.65999984741211
457,-11.369999885559082
458,-13.510000228881836
459,-11.369999885559082
460,-12.399999618530273
461,-15.359999656677246
462,-11.369999885559082
463,-14.65999984741211
464,-15.359999656677246
465,-13.510000228881836
466,-14.609999656677246
467,-11.369999885559082
468,-13.09000015258789
469,-15.029999732971191
470,-11.369999885559082
471,-13.489999771118164
472,-14.65999984741211
473,-13.489999771118164
474,-13.09000015258789
475,-13.489999771118164
476,-14.609999656677246
477,-14.550000190734863
478,-14.699999809265137
479,-13.09000015258789
480,-11.369999885559082
481,-11.369999885559082
482,-12.399999618530273
483,-15.65999984741211
484,-14.609999656677246
485,-11.369999885559082
486,-14.550000190734863
487,-14.680000305175781
488,-11.369999885559082
489,-11.369999885559082
490,-15.359999656677246
491,-14.609999656677246
492,-14.65999984741211
493,-11.369999885559082
494,-15.829999923706055
495,-14.609999656677246
496,-16.020000457763672
497,-17.59000015258789
498,-14.680000305175781
499,-12.569999694824219
500,-14.680000305175781
501,-17.299999237060547
502,-13.09000015258789
503,-11.369999885559082
504,-13.09000015258789
505,-12.569999694824219
506,-14.680000305175781
507,-16.530000686645508
508,-16.670000076293945
509,-16.40999984741211
510,-11.369999885559082
511,-17.989999771118164
512,-16.1299991607666
513,-14.680000305175781
514,-12.569999694824219
515,-12.569999694824219
516,-13.09000015258789
517,-11.369999885559082
518,-11.369999885559082
519,-13.489999771118164
520,-11.369999885559082
521,-16.809999465942383
522,-17.18000030517578
523,-13.510000228881836
524,-15.359999656677246
525,-13.09000015258789
526,-12.399999618530273
527,-13.09000015258789
528,-11.369999885559082
529,-11.369999885559082
530,-12.399999618530273
531,-13.489999771118164
532,-12.399999618530273
533,-11.369999885559082
534,-13.489999771118164
535,-12.399999618530273
536,-11.369999885559082
537,-14.65999984741211
538,-11.369999885559082
539,-13.489999771118164
540,-11.369999885559082
541,-15.029999732971191
542,-14.550000190734863
543,-12.569999694824219
544,-12.569999694824219
545,-12.569999694824219
546,-12.569999694824219
547,-12.569999694824219
548,-12.569999694824219
549,-12.569999694824219
550,-15.029999732971191
551,-14.65999984741211
552,-12.399999618530273
553,-17.18000030517578
554,-16.40999984741211
555,-16.809999465942383
556,-13.510000228881836
557,-17.18000030517578
558,-16.1299991607666
559,-11.369999885559082
560,-12.399999618530273
561,-13.489999771118164
562,-13.489999771118164
563,-11.369999885559082
564,-15.359999656677246
565,-11.369999885559082
566,-16.389999389648438
567,-16.1299991607666
568,-16.360000610351562
569,-13.489999771118164
570,-13.489999771118164
571,-16.020000457763672
572,-15.65999984741211
573,-16.389999389648438
574,-13.09000015258789
575,-14.65999984741211
576,-16.360000610351562
577,-17.18000030517578
578,-16.360000610351562
579,-12.569999694824219
580,-12.569999694824219
581,-12.569999694824219
582,-16.389999389648438
583,-11.369999885559082
584,-14.699999809265137
585,-14.680000305175781
586,-15.65999984741211
587,-12.569999694824219
588,-16.40999984741211
589,-15.829999923706055
590,-16.670000076293945
591,-12.569999694824219
592,-18.81999969482422
593,-13.09000015258789
594,-11.369999885559082
595,-11.369999885559082
596,-11.369999885559082
597,-13.489999771118164
598,-16.1299991607666
599,-11.369999885559082
600,-11.369999885559082
601,-15.359999656677246
602,-11.369999885559082
603,-11.369999885559082
604,-11.369999885559082
605,-11.369999885559082
606,-12.399999618530273
607,-13.489999771118164
608,-15.949999809265137
609,-13.489999771118164
610,-11.369999885559082
611,-13.09000015258789
612,-12.399999618530273
613,-11.369999885559082
614,-13.489999771118164
615,-12.399999618530273
616,-13.09000015258789
617,-13.489999771118164
618,-12.399999618530273
619,-14.550000190734863
620,-12.399999618530273
621,-15.029999732971191
622,-13.09000015258789
623,-13.09000015258789
624,-11.369999885559082
625,-12.399999618530273
626,-13.489999771118164
627,-13.09000015258789
628,-16.200000762939453
629,-13.489999771118164
630,-16.670000076293945
631,-16.809999465942383
632,-13.09000015258789
633,-13.510000228881836
634,-11.369999885559082
635,-11.369999885559082
636,-11.369999885559082
637,-13.09000015258789
638,-16.200000762939453
639,-16.020000457763672
640,-16.360000610351562
641,-16.530000686645508
642,-12.569999694824219
643,-14.680000305175781
644,-11.369999885559082
645,-13.489999771118164
646,-13.489999771118164
647,-14.680000305175781
648,-11.369999885559082
649,-13.489999771118164
650,-15.359999656677246
651,-15.829999923706055
652,-14.65999984741211
653,-15.359999656677246
654,-12.399999618530273
655,-11.369999885559082
656,-11.369999885559082
657,-13.510000228881836
658,-13.09000015258789
659,-13.489999771118164
660,-12.569999694824219
661,-12.569999694824219
662,-14.680000305175781
663,-14.699999809265137
664,-15.65999984741211
665,-17.06999969482422
666,-17.90999984741211
667,-11.369999885559082
668,-11.369999885559082
669,-11.369999885559082
670,-14.65999984741211
671,-12.569999694824219
672,-12.569999694824219
673,-12.569999694824219
674,-12.569999694824219
675,-12.569999694824219
676,-12.569999694824219
677,-16.360000610351562
678,-13.489999771118164
679,-16.200000762939453
680,-11.369999885559082
681,-12.399999618530273
682,-17.299999237060547
683,-13.09000015258789
684,-18.530000686645508
685,-13.09000015258789
686,-13.489999771118164
687,-13.489999771118164
688,-11.369999885559082
689,-13.09000015258789
690,-12.399999618530273
691,-13.510000228881836
692,-15.829999923706055
693,-11.369999885559082
694,-11.369999885559082
695,-13.09000015258789
696,-13.09000015258789
697,-13.489999771118164
698,-17.989999771118164
699,-14.680000305175781
700,-11.369999885559082
701,-11.369999885559082
702,-17.149999618530273
703,-15.829999923706055
704,-15.029999732971191
705,-15.359999656677246
706,-11.369999885559082
707,-11.369999885559082
708,-13.09000015258789
709,-12.399999618530273
710,-15.65999984741211
711,-14.680000305175781
712,-16.200000762939453
713,-12.399999618530273
714,-11.369999885559082
715,-12.399999618530273
716,-11.369999885559082
717,-11.369999885559082
718,-11.369999885559082
719,-12.399999618530273
720,-11.369999885559082
721,-11.369999885559082
722,-11.369999885559082
723,-11.369999885559082
724,-11.369999885559082
725,-11.369999885559082
726,-13.489999771118164
727,-17.18000030517578
728,-16.360000610351562
729,-14.680000305175781
730,-11.369999885559082
731,-13.510000228881836
732,-14.609999656677246
733,-13.489999771118164
734,-11.369999885559082
735,-12.399999618530273
736,-12.399999618530273
737,-11.369999885559082
738,-11.369999885559082
739,-11.369999885559082
740,-13.09000015258789
741,-13.489999771118164
742,-12.399999618530273
743,-15.359999656677246
744,-13.489999771118164
745,-13.489999771118164
746,-11.369999885559082
747,-11.369999885559082
748,-13.09000015258789
749,-15.829999923706055
750,-13.09000015258789
751,-13.510000228881836
752,-12.399999618530273
753,-11.369999885559082
754,-12.399999618530273
755,-18.459999084472656
756,-14.65999984741211
757,-15.029999732971191
758,-17.149999618530273
759,-14.65999984741211
760,-18.530000686645508
761,-16.1299991607666
762,-14.680000305175781
763,-16.200000762939453
764,-11.369999885559082
765,-15.359999656677246
766,-14.680000305175781
767,-11.369999885559082
768,-11.369999885559082
769,-11.369999885559082
770,-11.369999885559082
771,-13.09000015258789
772,-14.680000305175781
773,-14.680000305175781
774,-12.569999694824219
775,-15.65999984741211
776,-14.609999656677246
777,-16.1299991607666
778,-12.569999694824219
779,-12.569999694824219
780,-14.680000305175781
781,-13.09000015258789
782,-13.09000015258789
783,-13.489999771118164
784,-11.369999885559082
785,-11.369999885559082
786,-15.65999984741211
787,-15.029999732971191
788,-16.360000610351562
789,-12.569999694824219
790,-14.680000305175781
791,-16.389999389648438
792,-11.369999885559082
793,-11.369999885559082
794,-11.369999885559082
795,-12.399999618530273
796,-16.020000457763672
797,-14.550000190734863
798,-15.029999732971191
799,-11.369999885559082
800,-15.359999656677246
801,-16.200000762939453
802,-12.569999694824219
803,-14.550000190734863
804,-16.389999389648438
805,-13.489999771118164
806,-13.09000015258789
807,-11.369999885559082
808,-13.510000228881836
809,-11.369999885559082
810,-13.489999771118164
811,-13.510000228881836
812,-12.399999618530273
813,-12.399999618530273
814,-13.09000015258789
815,-13.489999771118164
816,-11.369999885559082
817,-11.369999885559082
818,-11.369999885559082
819,-11.369999885559082
820,-12.399999618530273
821,-12.399999618530273
822,-13.09000015258789
823,-12.399999618530273
824,-11.369999885559082
825,-12.399999618530273
826,-12.399999618530273
827,-13.09000015258789
828,-11.369999885559082
829,-16.979999542236328
830,-15.829999923706055
831,-13.489999771118164
832,-11.369999885559082
833,-11.369999885559082
834,-13.09000015258789
835,-13.489999771118164
836,-11.369999885559082
837,-13.09000015258789
838,-13.09000015258789
839,-11.369999885559082
840,-14.680000305175781
841,-12.569999694824219
842,-12.569999694824219
843,-12.569999694824219
844,-16.530000686645508
845,-12.569999694824219
846,-12.569999694824219
847,-16.360000610351562
848,-11.369999885559082
849,-11.369999885559082
850,-13.489999771118164
851,-13.09000015258789
852,-13.09000015258789
853,-15.359999656677246
854,-11.369999885559082
855,-13.09000015258789
856,-11.369999885559082
857,-11.369999885559082
858,-15.65999984741211
859,-12.569999694824219
860,-15.65999984741211
861,-15.029999732971191
862,-12.399999618530273
863,-13.09000015258789
864,-16.40999984741211
865,-11.369999885559082
866,-12.399999618530273
867,-11.369999885559082
868,-13.09000015258789
869,-13.489999771118164
870,-15.359999656677246
871,-13.489999771118164
872,-11.369999885559082
873,-14.65999984741211
874,-16.389999389648438
875,-12.569999694824219
876,-14.550000190734863
877,-15.829999923706055
878,-11.369999885559082
879,-14.699999809265137
880,-14.550000190734863
881,-13.489999771118164
882,-13.489999771118164
883,-11.369999885559082
884,-11.369999885559082
885,-14.699999809265137
886,-11.369999885559082
887,-11.369999885559082
888,-11.369999885559082
889,-15.359999656677246
890,-16.520000457763672
891,-11.369999885559082
892,-15.65999984741211
893,-14.680000305175781
894,-17.18000030517578
895,-11.369999885559082
896,-12.399999618530273
897,-13.09000015258789
898,-13.09000015258789
899,-17.90999984741211
900,-13.489999771118164
901,-15.65999984741211
902,-12.569999694824219
903,-12.569999694824219
904,-12.569999694824219
905,-14.680000305175781
906,-12.399999618530273
907,-13.510000228881836
908,-14.65999984741211
909,-13.489999771118164
910,-11.369999885559082
911,-11.369999885559082
912,-16.670000076293945
913,-11.369999885559082
914,-14.65999984741211
915,-13.09000015258789
916,-14.609999656677246
917,-13.489999771118164
918,-13.489999771118164
919,-13.489999771118164
920,-15.359999656677246
921,-13.489999771118164
922,-17.299999237060547
923,-16.520000457763672
924,-11.369999885559082
925,-13.09000015258789
926,-11.369999885559082
927,-16.670000076293945
928,-14.680000305175781
929,-12.569999694824219
930,-14.550000190734863
931,-12.569999694824219
932,-12.569999694824219
933,-14.699999809265137
934,-15.359999656677246
935,-15.029999732971191
936,-11.369999885559082
937,-13.489999771118164
938,-11.369999885559082
939,-11.369999885559082
940,-14.699999809265137
941,-12.399999618530273
942,-13.09000015258789
943,-15.359999656677246
944,-11.369999885559082
945,-11.369999885559082
946,-11.369999885559082
947,-15.829999923706055
948,-11.369999885559082
949,-13.489999771118164
950,-11.369999885559082
951,-11.369999885559082
952,-15.829999923706055
953,-13.489999771118164
954,-13.489999771118164
955,-11.369999885559082
956,-11.369999885559082
957,-11.369999885559082
958,-11.369999885559082
959,-11.369999885559082
960,-17.84000015258789
961,-16.020000457763672
962,-16.1299991607666
963,-16.389999389648438
964,-14.699999809265137
965,-15.359999656677246
966,-15.359999656677246
967,-13.489999771118164
968,-11.369999885559082
969,-12.399999618530273
970,-14.699999809265137
971,-17.90999984741211
972,-15.829999923706055
973,-12.399999618530273
974,-13.489999771118164
975,-14.609999656677246
976,-15.029999732971191
977,-12.569999694824219
978,-14.680000305175781
979,-15.65999984741211
980,-11.369999885559082
981,-15.029999732971191
982,-13.09000015258789
983,-11.369999885559082
984,-11.369999885559082
985,-11.369999885559082
986,-15.949999809265137
987,-16.389999389648438
988,-14.550000190734863
989,-16.809999465942383
990,-17.149999618530273
991,-13.510000228881836
992,-11.369999885559082
993,-13.489999771118164
994,-11.369999885559082
995,-12.569999694824219
996,-16.360000610351562
997,-14.680000305175781
998,-16.899999618530273
999,-14.680000305175781
