,0
0,1
1,2
2,1
3,2
4,6
5,4
6,1
7,1
8,4
9,4
10,4
11,2
12,1
13,2
14,5
15,4
16,5
17,1
18,1
19,6
20,6
21,6
22,3
23,3
24,1
25,4
26,6
27,6
28,2
29,2
30,4
31,3
32,1
33,2
34,1
35,3
36,2
37,1
38,1
39,1
