0,959.9224243164062
10,950.6211547851562
20,755.6624755859375
30,1970.49755859375
40,1001.6883544921875
50,353.915771484375
60,206.15997314453125
70,80.59580993652344
80,317.23175048828125
90,634.4955444335938
100,32.96818542480469
110,84.248291015625
120,85.95138549804688
130,37.396453857421875
140,227.22955322265625
150,391.57904052734375
160,258.9215087890625
170,68.93936157226562
180,882.396484375
190,37.60725402832031
200,63.15887451171875
210,259.7022705078125
220,274.32562255859375
230,0.0
240,0.0
250,0.0
260,0.0
270,0.0
280,0.0
290,0.0
300,0.0
