0,530002.5625
10,8823.83203125
20,3895.676025390625
30,6450.62353515625
40,3109.580322265625
50,3250.2587890625
60,2457.594482421875
70,2873.77490234375
80,3446.795166015625
90,5429.7470703125
100,3868.6318359375
110,2942.923583984375
120,4120.8671875
130,3554.64013671875
140,3416.739013671875
150,6508.8369140625
160,5167.5185546875
170,3200.58349609375
180,7066.2080078125
190,4955.666015625
200,5589.64453125
210,4004.64453125
220,3838.8076171875
230,2147.81494140625
240,2577.99609375
250,2100.51171875
260,2829.049560546875
270,2278.56298828125
280,3335.49462890625
290,2539.357177734375
300,2697.91796875
310,3366.1669921875
320,2554.760498046875
330,1919.44580078125
340,2477.135009765625
350,2392.87060546875
360,2032.3079833984375
370,1663.066162109375
380,2768.07470703125
390,2009.901123046875
400,2761.101318359375
410,2482.17236328125
420,1460.1678466796875
430,4249.982421875
440,1930.6602783203125
450,1282.6180419921875
460,1471.2711181640625
470,1402.3770751953125
480,2318.4296875
490,1581.5443115234375
500,1358.5921630859375
