0,-549.5513916015625
10,-529.4034423828125
20,-577.475341796875
30,-565.3187866210938
40,-619.5446166992188
50,-591.2621459960938
60,-643.1180419921875
70,-614.7852172851562
80,-677.29443359375
90,-606.4797973632812
100,-654.2061767578125
110,-628.2625732421875
120,-617.37744140625
130,-622.9554443359375
140,-641.9988403320312
150,-660.6327514648438
160,-667.1103515625
170,-662.4511108398438
180,-623.7864379882812
190,-603.4979248046875
200,-571.1402587890625
210,-526.8713989257812
220,-580.6663818359375
230,-530.3255615234375
240,-561.76513671875
250,-546.8636474609375
260,-527.0118408203125
270,-534.9373779296875
280,-563.7858276367188
290,-540.0897827148438
300,-574.0785522460938
310,-588.81640625
320,-538.4599609375
330,-584.4112548828125
340,-513.0703125
350,-534.6002807617188
360,-532.0147705078125
370,-579.058837890625
380,-544.4068603515625
390,-526.03076171875
400,-531.7486572265625
410,-535.0595092773438
420,-544.2315063476562
430,-563.146240234375
440,-547.4970703125
450,-561.841552734375
460,-576.0604248046875
470,-572.41064453125
480,-513.0357666015625
490,-598.130615234375
500,-542.1107177734375
